iter	Passed	Remaining
2893	230226	7725062
2894	230303	7724921
2895	230385	7724899
2896	230466	7724881
2897	230544	7724762
2898	230624	7724682
2899	230710	7724819
2900	230789	7724710
2901	230866	7724556
2902	230941	7724340
2903	231023	7724320
2904	231105	7724336
2905	231181	7724151
2906	231262	7724106
2907	231345	7724129
2908	231428	7724164
2909	231511	7724215
2910	231588	7724048
2911	231671	7724096
2912	231752	7724036
2913	231831	7723950
2914	231909	7723822
2915	231986	7723644
2916	232064	7723516
2917	232145	7723507
2918	232226	7723443
2919	232310	7723527
2920	232387	7723372
2921	232464	7723202
2922	232543	7723089
2923	232627	7723171
2924	232697	7722764
2925	232769	7722448
2926	232847	7722306
2927	232928	7722275
2928	233011	7722298
2929	233095	7722376
2930	233183	7722591
2931	233256	7722280
2932	233340	7722358
2933	233421	7722307
2934	233504	7722362
2935	233586	7722346
2936	233660	7722105
2937	233744	7722161
2938	233821	7721999
2939	233903	7721992
2940	233985	7721986
2941	234068	7722041
2942	234152	7722083
2943	234234	7722108
2944	234317	7722121
2945	234399	7722149
2946	234481	7722128
2947	234561	7722071
2948	234644	7722089
2949	234726	7722091
2950	234797	7721754
2951	234873	7721538
2952	234946	7721251
2953	235022	7721064
2954	235100	7720916
2955	235189	7721158
2956	235267	7721014
2957	235343	7720839
2958	235421	7720700
2959	235499	7720562
2960	235576	7720391
2961	235650	7720138
2962	235725	7719900
2963	235804	7719802
2964	235886	7719813
2965	235969	7719859
2966	236043	7719569
2967	236129	7719702
2968	236214	7719822
2969	236293	7719719
2970	236375	7719720
2971	236460	7719820
2972	236544	7719890
2973	236616	7719540
2974	236695	7719451
2975	236770	7719220
2976	236848	7719112
2977	236928	7719032
2978	237005	7718867
2979	237081	7718683
2980	237162	7718650
2981	237239	7718464
2982	237317	7718336
2983	237397	7718271
2984	237471	7718026
2985	237547	7717836
2986	237628	7717800
2987	237710	7717810
2988	237791	7717755
2989	237870	7717675
2990	237949	7717569
2991	238035	7717708
2992	238121	7717814
2993	238199	7717689
2994	238280	7717655
2995	238360	7717587
2996	238437	7717440
2997	238517	7717372
2998	238590	7717081
2999	238673	7717111
3000	238752	7716997
3001	238832	7716942
3002	238917	7717050
3003	238993	7716855
3004	239072	7716754
3005	239150	7716608
3006	239222	7716294
3007	239306	7716360
3008	239384	7716231
3009	239463	7716144
3010	239547	7716200
3011	239634	7716373
3012	239706	7716044
3013	239793	7716202
3014	239876	7716225
3015	239956	7716168
3016	240032	7715967
3017	240109	7715818
3018	240188	7715719
3019	240275	7715860
3020	240354	7715770
3021	240432	7715650
3022	240514	7715653
3023	240591	7715461
3024	240670	7715376
3025	240738	7714925
3026	240820	7714912
3027	240895	7714704
3028	240971	7714499
3029	241045	7714255
3030	241127	7714263
3031	241205	7714114
3032	241293	7714319
3033	241368	7714076
3034	241445	7713931
3035	241534	7714144
3036	241608	7713905
3037	241691	7713936
3038	241787	7714360
3039	241878	7714658
3040	241957	7714547
3041	242042	7714656
3042	242129	7714794
3043	242205	7714622
3044	242286	7714585
3045	242361	7714362
3046	242442	7714308
3047	242514	7714006
3048	242593	7713891
3049	242670	7713724
3050	242749	7713639
3051	242832	7713680
3052	242911	7713571
3053	242997	7713706
3054	243076	7713592
3055	243153	7713437
3056	243226	7713143
3057	243317	7713449
3058	243389	7713106
3059	243473	7713161
3060	243550	7713019
3061	243636	7713143
3062	243717	7713093
3063	243793	7712918
3064	243871	7712787
3065	243955	7712858
3066	244039	7712913
3067	244117	7712789
3068	244196	7712677
3069	244273	7712503
3070	244364	7712813
3071	244435	7712444
3072	244514	7712367
3073	244593	7712261
3074	244671	7712134
3075	244746	7711909
3076	244834	7712098
3077	244915	7712065
3078	245009	7712431
3079	245092	7712453
3080	245174	7712456
3081	245257	7712477
3082	245333	7712295
3083	245414	7712239
3084	245494	7712186
3085	245574	7712110
3086	245654	7712058
3087	245743	7712259
3088	245824	7712232
3089	245906	7712247
3090	245985	7712124
3091	246068	7712172
3092	246150	7712151
3093	246231	7712131
3094	246304	7711826
3095	246392	7712008
3096	246467	7711784
3097	246543	7711615
3098	246620	7711431
3099	246706	7711557
3100	246790	7711616
3101	246877	7711785
3102	246965	7711946
3103	247043	7711821
3104	247116	7711562
3105	247192	7711364
3106	247275	7711392
3107	247353	7711256
3108	247428	7711043
3109	247513	7711122
3110	247593	7711062
3111	247673	7710989
3112	247752	7710881
3113	247837	7710992
3114	247918	7710941
3115	248010	7711234
3116	248099	7711467
3117	248176	7711304
3118	248252	7711095
3119	248335	7711120
3120	248414	7711023
3121	248488	7710791
3122	248569	7710755
3123	248649	7710667
3124	248723	7710440
3125	248807	7710486
3126	248892	7710575
3127	248975	7710589
3128	249049	7710356
3129	249142	7710674
3130	249223	7710658
3131	249309	7710761
3132	249391	7710765
3133	249463	7710450
3134	249541	7710314
3135	249621	7710257
3136	249701	7710171
3137	249778	7710017
3138	249859	7709999
3139	249936	7709816
3140	250009	7709549
3141	250091	7709539
3142	250174	7709571
3143	250264	7709812
3144	250339	7709589
3145	250424	7709655
3146	250501	7709513
3147	250630	7710946
3148	250717	7711081
3149	250794	7710925
3150	250876	7710924
3151	250969	7711264
3152	251048	7711158
3153	251119	7710823
3154	251202	7710854
3155	251285	7710880
3156	251364	7710758
3157	251450	7710868
3158	251518	7710438
3159	251596	7710329
3160	251679	7710345
3161	251751	7710018
3162	251833	7710035
3163	251925	7710322
3164	252010	7710398
3165	252090	7710352
3166	252168	7710198
3167	252246	7710065
3168	252328	7710077
3169	252408	7709993
3170	252487	7709900
3171	252566	7709822
3172	252652	7709918
3173	252729	7709757
3174	252807	7709640
3175	252883	7709457
3176	252964	7709402
3177	253046	7709396
3178	253131	7709479
3179	253210	7709372
3180	253287	7709210
3181	253369	7709230
3182	253445	7709018
3183	253517	7708722
3184	253593	7708514
3185	253671	7708395
3186	253749	7708280
3187	253832	7708299
3188	253915	7708307
3189	253996	7708284
3190	254077	7708239
3191	254150	7707952
3192	254232	7707960
3193	254310	7707812
3194	254378	7707382
3195	254461	7707426
3196	254543	7707397
3197	254618	7707187
3198	254712	7707527
3199	254790	7707426
3200	254870	7707343
3201	254944	7707103
3202	255025	7707071
3203	255102	7706912
3204	255186	7706957
3205	255261	7706727
3206	255347	7706847
3207	255435	7707028
3208	255506	7706675
3209	255580	7706442
3210	255665	7706520
3211	255744	7706423
3212	255816	7706115
3213	255900	7706154
3214	255984	7706200
3215	256064	7706141
3216	256138	7705879
3217	256215	7705746
3218	256286	7705395
3219	256363	7705240
3220	256448	7705322
3221	256530	7705314
3222	256605	7705077
3223	256679	7704848
3224	256748	7704431
3225	256829	7704420
3226	256908	7704309
3227	256989	7704282
3228	257068	7704177
3229	257152	7704212
3230	257229	7704077
3231	257309	7704000
3232	257386	7703842
3233	257474	7704007
3234	257551	7703855
3235	257628	7703699
3236	257713	7703781
3237	257794	7703733
3238	257880	7703842
3239	257965	7703946
3240	258046	7703901
3241	258131	7703972
3242	258210	7703877
3243	258287	7703725
3244	258367	7703665
3245	258455	7703806
3246	258534	7703724
3247	258610	7703530
3248	258689	7703425
3249	258766	7703273
3250	258838	7702959
3251	258936	7703452
3252	259039	7704059
3253	259120	7704028
3254	259203	7704042
3255	259284	7704012
3256	259363	7703895
3257	259446	7703910
3258	259524	7703790
3259	259607	7703808
3260	259701	7704165
3261	259776	7703931
3262	259856	7703867
3263	259937	7703836
3264	260021	7703869
3265	260102	7703833
3266	260185	7703875
3267	260264	7703776
3268	260340	7703583
3269	260421	7703547
3270	260501	7703475
3271	260583	7703449
3272	260663	7703386
3273	260739	7703204
3274	260820	7703159
3275	260902	7703164
3276	260981	7703065
3277	261060	7702958
3278	261147	7703092
3279	261230	7703118
3280	261309	7703025
3281	261388	7702913
3282	261461	7702628
3283	261540	7702537
3284	261621	7702517
3285	261695	7702271
3286	261780	7702342
3287	261863	7702363
3288	261950	7702491
3289	262037	7702615
3290	262118	7702595
3291	262193	7702379
3292	262276	7702397
3293	262359	7702424
3294	262440	7702376
3295	262519	7702282
3296	262601	7702265
3297	262675	7702011
3298	262755	7701945
3299	262829	7701699
3300	262911	7701679
3301	262992	7701657
3302	263071	7701553
3303	263159	7701717
3304	263243	7701777
3305	263319	7701569
3306	263397	7701456
3307	263476	7701339
3308	263553	7701204
3309	263637	7701237
3310	263726	7701421
3311	263809	7701456
3312	263894	7701518
3313	263972	7701409
3314	264045	7701129
3315	264127	7701112
3316	264211	7701157
3317	264293	7701153
3318	264375	7701142
3319	264454	7701050
3320	264524	7700696
3321	264606	7700683
3322	264686	7700603
3323	264772	7700695
3324	264856	7700739
3325	264938	7700733
3326	265027	7700927
3327	265112	7701010
3328	265193	7700970
3329	265274	7700930
3330	265352	7700806
3331	265433	7700753
3332	265516	7700762
3333	265601	7700858
3334	265683	7700835
3335	265766	7700869
3336	265845	7700744
3337	265928	7700784
3338	266011	7700798
3339	266088	7700622
3340	266171	7700655
3341	266250	7700556
3342	266340	7700782
3343	266419	7700657
3344	266494	7700461
3345	266563	7700077
3346	266643	7699986
3347	266722	7699890
3348	266798	7699713
3349	266872	7699463
3350	266956	7699530
3351	267032	7699317
3352	267110	7699216
3353	267187	7699051
3354	267266	7698936
3355	267339	7698669
3356	267416	7698531
3357	267486	7698172
3358	267569	7698166
3359	267641	7697888
3360	267717	7697699
3361	267797	7697630
3362	267874	7697468
3363	267959	7697530
3364	268042	7697546
3365	268118	7697381
3366	268197	7697282
3367	268277	7697210
3368	268354	7697060
3369	268429	7696841
3370	268507	7696714
3371	268590	7696737
3372	268661	7696388
3373	268735	7696160
3374	268809	7695909
3375	268882	7695642
3376	268967	7695732
3377	269044	7695577
3378	269126	7695540
3379	269212	7695646
3380	269291	7695568
3381	269372	7695516
3382	269450	7695402
3383	269528	7695264
3384	269609	7695206
3385	269689	7695150
3386	269777	7695321
3387	269861	7695351
3388	269948	7695476
3389	270022	7695229
3390	270108	7695333
3391	270184	7695148
3392	270262	7695021
3393	270333	7694705
3394	270405	7694406
3395	270491	7694510
3396	270570	7694412
3397	270647	7694249
3398	270718	7693939
3399	270802	7693972
3400	270886	7694024
3401	270958	7693725
3402	271038	7693650
3403	271126	7693823
3404	271206	7693730
3405	271286	7693670
3406	271365	7693568
3407	271441	7693377
3408	271524	7693396
3409	271619	7693758
3410	271691	7693462
3411	271774	7693473
3412	271857	7693507
3413	271948	7693727
3414	272028	7693662
3415	272103	7693461
3416	272176	7693199
3417	272250	7692957
3418	272326	7692754
3419	272402	7692587
3420	272474	7692299
3421	272551	7692120
3422	272629	7692009
3423	272700	7691688
3424	272772	7691380
3425	272856	7691427
3426	272938	7691405
3427	273014	7691249
3428	273094	7691159
3429	273170	7690981
3430	273244	7690743
3431	273329	7690805
3432	273408	7690729
3433	273483	7690512
3434	273561	7690394
3435	273641	7690308
3436	273717	7690128
3437	273796	7690028
3438	273887	7690279
3439	273958	7689960
3440	274051	7690244
3441	274130	7690137
3442	274205	7689953
3443	274289	7689979
3444	274371	7689967
3445	274448	7689805
3446	274535	7689944
3447	274617	7689920
3448	274695	7689790
3449	274780	7689862
3450	274853	7689596
3451	274933	7689545
3452	275015	7689521
3453	275095	7689458
3454	275176	7689408
3455	275255	7689302
3456	275344	7689499
3457	275422	7689375
3458	275515	7689671
3459	275596	7689617
3460	275678	7689615
3461	275760	7689602
3462	275839	7689486
3463	275919	7689420
3464	276002	7689424
3465	276088	7689533
3466	276173	7689608
3467	276252	7689515
3468	276341	7689691
3469	276425	7689714
3470	276510	7689800
3471	276589	7689689
3472	276663	7689467
3473	276743	7689400
3474	276823	7689309
3475	276909	7689424
3476	276999	7689623
3477	277084	7689703
3478	277165	7689653
3479	277246	7689595
3480	277319	7689349
3481	277407	7689484
3482	277484	7689338
3483	277561	7689175
3484	277633	7688884
3485	277715	7688875
3486	277796	7688825
3487	277881	7688904
3488	277962	7688849
3489	278036	7688617
3490	278112	7688439
3491	278191	7688339
3492	278269	7688208
3493	278345	7688036
3494	278424	7687928
3495	278502	7687807
3496	278588	7687919
3497	278674	7688009
3498	278754	7687937
3499	278832	7687798
3500	278906	7687568
3501	278987	7687537
3502	279070	7687540
3503	279151	7687511
3504	279227	7687328
3505	279317	7687517
3506	279406	7687703
3507	279486	7687643
3508	279560	7687408
3509	279632	7687105
3510	279718	7687194
3511	279811	7687493
3512	279897	7687591
3513	279977	7687514
3514	280050	7687234
3515	280137	7687362
3516	280213	7687200
3517	280288	7686966
3518	280378	7687170
3519	280457	7687079
3520	280541	7687123
3521	280612	7686812
3522	280692	7686739
3523	280774	7686710
3524	280850	7686537
3525	280932	7686517
3526	281019	7686637
3527	281092	7686377
3528	281175	7686379
3529	281253	7686266
3530	281330	7686102
3531	281407	7685966
3532	281486	7685877
3533	281564	7685728
3534	281647	7685751
3535	281734	7685875
3536	281815	7685820
3537	281897	7685822
3538	281981	7685853
3539	282053	7685564
3540	282134	7685521
3541	282216	7685511
3542	282297	7685447
3543	282377	7685378
3544	282458	7685332
3545	282537	7685253
3546	282615	7685111
3547	282706	7685332
3548	282783	7685185
3549	282861	7685080
3550	282944	7685068
3551	283021	7684924
3552	283095	7684694
3553	283183	7684845
3554	283259	7684663
3555	283341	7684641
3556	283421	7684577
3557	283497	7684392
3558	283571	7684166
3559	283646	7683946
3560	283728	7683925
3561	283811	7683933
3562	283886	7683752
3563	283968	7683711
3564	284043	7683523
3565	284116	7683251
3566	284197	7683215
3567	284278	7683168
3568	284354	7682996
3569	284434	7682907
3570	284515	7682879
3571	284597	7682859
3572	284680	7682871
3573	284753	7682599
3574	284832	7682500
3575	284914	7682485
3576	284996	7682488
3577	285076	7682407
3578	285158	7682399
3579	285240	7682371
3580	285321	7682335
3581	285403	7682301
3582	285474	7682008
3583	285551	7681856
3584	285623	7681555
3585	285702	7681470
3586	285781	7681367
3587	285861	7681281
3588	285939	7681166
3589	286026	7681294
3590	286113	7681412
3591	286200	7681520
3592	286279	7681421
3593	286359	7681360
3594	286446	7681455
3595	286542	7681813
3596	286618	7681653
3597	286713	7681976
3598	286788	7681761
3599	286866	7681642
3600	286952	7681746
3601	287037	7681811
3602	287109	7681526
3603	287194	7681587
3604	287270	7681398
3605	287351	7681340
3606	287437	7681437
3607	287520	7681461
3608	287606	7681544
3609	287702	7681882
3610	287783	7681842
3611	287864	7681809
3612	287941	7681660
3613	288018	7681511
3614	288096	7681388
3615	288181	7681434
3616	288261	7681370
3617	288344	7681371
3618	288421	7681234
3619	288506	7681281
3620	288587	7681229
3621	288665	7681125
3622	288743	7681003
3623	288819	7680819
3624	288902	7680828
3625	288990	7680949
3626	289066	7680776
3627	289147	7680744
3628	289232	7680806
3629	289315	7680812
3630	289404	7680973
3631	289481	7680827
3632	289558	7680668
3633	289640	7680650
3634	289726	7680740
3635	289810	7680787
3636	289889	7680669
3637	289959	7680352
3638	290042	7680344
3639	290125	7680355
3640	290206	7680315
3641	290281	7680105
3642	290352	7679808
3643	290431	7679689
3644	290517	7679777
3645	290595	7679665
3646	290673	7679527
3647	290751	7679423
3648	290835	7679432
3649	290921	7679532
3650	291013	7679784
3651	291091	7679661
3652	291165	7679423
3653	291245	7679340
3654	291316	7679034
3655	291394	7678905
3656	291470	7678744
3657	291546	7678563
3658	291625	7678471
3659	291713	7678599
3660	291800	7678701
3661	291880	7678642
3662	291965	7678695
3663	292044	7678601
3664	292129	7678660
3665	292206	7678512
3666	292288	7678485
3667	292372	7678535
3668	292448	7678351
3669	292525	7678193
3670	292609	7678238
3671	292689	7678160
3672	292783	7678461
3673	292863	7678383
3674	292949	7678472
3675	293031	7678443
3676	293108	7678304
3677	293193	7678355
3678	293273	7678293
3679	293349	7678112
3680	293428	7677999
3681	293506	7677877
3682	293583	7677720
3683	293665	7677704
3684	293744	7677615
3685	293827	7677614
3686	293913	7677713
3687	293993	7677618
3688	294074	7677583
3689	294151	7677427
3690	294228	7677275
3691	294304	7677095
3692	294388	7677130
3693	294461	7676875
3694	294540	7676796
3695	294623	7676789
3696	294698	7676597
3697	294773	7676378
3698	294852	7676280
3699	294938	7676383
3700	295019	7676321
3701	295100	7676290
3702	295184	7676319
3703	295263	7676206
3704	295336	7675959
3705	295417	7675923
3706	295492	7675711
3707	295579	7675810
3708	295662	7675831
3709	295748	7675909
3710	295830	7675885
3711	295923	7676148
3712	295999	7675983
3713	296090	7676199
3714	296172	7676172
3715	296246	7675942
3716	296320	7675712
3717	296395	7675514
3718	296470	7675309
3719	296550	7675238
3720	296628	7675124
3721	296720	7675362
3722	296807	7675458
3723	296892	7675527
3724	296970	7675384
3725	297054	7675414
3726	297141	7675537
3727	297220	7675434
3728	297297	7675273
3729	297372	7675069
3730	297445	7674817
3731	297521	7674663
3732	297601	7674579
3733	297676	7674386
3734	297759	7674385
3735	297835	7674194
3736	297920	7674271
3737	298001	7674218
3738	298079	7674094
3739	298151	7673817
3740	298234	7673823
3741	298316	7673805
3742	298398	7673782
3743	298480	7673764
3744	298563	7673765
3745	298639	7673594
3746	298718	7673494
3747	298796	7673373
3748	298885	7673510
3749	298962	7673371
3750	299041	7673283
3751	299117	7673109
3752	299200	7673104
3753	299284	7673127
3754	299367	7673133
3755	299446	7673027
3756	299524	7672915
3757	299604	7672846
3758	299684	7672763
3759	299768	7672791
3760	299851	7672811
3761	299922	7672506
3762	300003	7672442
3763	300084	7672405
3764	300158	7672181
3765	300237	7672089
3766	300316	7671972
3767	300391	7671790
3768	300468	7671628
3769	300554	7671719
3770	300641	7671826
3771	300718	7671661
3772	300796	7671541
3773	300877	7671504
3774	300953	7671331
3775	301029	7671143
3776	301111	7671123
3777	301192	7671078
3778	301273	7671031
3779	301354	7670983
3780	301428	7670760
3781	301508	7670686
3782	301586	7670567
3783	301662	7670401
3784	301740	7670256
3785	301822	7670234
3786	301903	7670189
3787	301980	7670051
3788	302052	7669779
3789	302134	7669755
3790	302212	7669627
3791	302294	7669605
3792	302378	7669624
3793	302457	7669540
3794	302534	7669395
3795	302614	7669315
3796	302690	7669136
3797	302771	7669088
3798	302855	7669135
3799	302929	7668896
3800	303004	7668689
3801	303086	7668666
3802	303162	7668492
3803	303242	7668429
3804	303323	7668382
3805	303399	7668216
3806	303478	7668112
3807	303558	7668043
3808	303640	7668009
3809	303721	7667981
3810	303806	7668026
3811	303886	7667961
3812	303965	7667847
3813	304042	7667703
3814	304134	7667936
3815	304219	7667979
3816	304302	7667991
3817	304384	7667973
3818	304466	7667952
3819	304544	7667834
3820	304622	7667703
3821	304702	7667634
3822	304782	7667553
3823	304874	7667791
3824	304952	7667669
3825	305037	7667705
3826	305118	7667668
3827	305213	7667978
3828	305296	7667964
3829	305386	7668139
3830	305465	7668045
3831	305556	7668260
3832	305638	7668243
3833	305726	7668362
3834	305808	7668326
3835	305885	7668198
3836	305965	7668114
3837	306052	7668210
3838	306138	7668285
3839	306214	7668111
3840	306294	7668057
3841	306379	7668105
3842	306461	7668072
3843	306537	7667900
3844	306619	7667889
3845	306699	7667804
3846	306781	7667775
3847	306864	7667783
3848	306947	7667790
3849	307031	7667804
3850	307108	7667671
3851	307189	7667604
3852	307267	7667497
3853	307345	7667364
3854	307422	7667217
3855	307507	7667279
3856	307586	7667183
3857	307664	7667045
3858	307741	7666905
3859	307822	7666851
3860	307900	7666735
3861	307976	7666553
3862	308055	7666469
3863	308134	7666357
3864	308214	7666283
3865	308298	7666306
3866	308386	7666433
3867	308458	7666176
3868	308539	7666113
3869	308617	7665987
3870	308688	7665700
3871	308775	7665788
3872	308854	7665688
3873	308932	7665589
3874	309011	7665467
3875	309112	7665923
3876	309234	7666892
3877	309312	7666781
3878	309387	7666576
3879	309471	7666589
3880	309554	7666587
3881	309636	7666563
3882	309712	7666398
3883	309791	7666295
3884	309868	7666155
3885	309958	7666333
3886	310046	7666441
3887	310125	7666346
3888	310199	7666120
3889	310277	7666004
3890	310354	7665864
3891	310427	7665604
3892	310508	7665571
3893	310584	7665389
3894	310662	7665274
3895	310749	7665373
3896	310836	7665477
3897	310912	7665283
3898	310996	7665314
3899	311079	7665329
3900	311159	7665245
3901	311235	7665068
3902	311325	7665235
3903	311405	7665163
3904	311485	7665085
3905	311562	7664945
3906	311645	7664947
3907	311730	7664988
3908	311812	7664975
3909	311882	7664658
3910	311978	7664960
3911	312060	7664936
3912	312137	7664801
3913	312212	7664595
3914	312294	7664570
3915	312369	7664370
3916	312440	7664096
3917	312525	7664125
3918	312604	7664027
3919	312691	7664126
3920	312776	7664170
3921	312857	7664137
3922	312933	7663965
3923	313016	7663950
3924	313092	7663786
3925	313174	7663769
3926	313265	7663962
3927	313338	7663706
3928	313411	7663461
3929	313499	7663596
3930	313582	7663584
3931	313658	7663418
3932	313735	7663267
3933	313813	7663155
3934	313892	7663046
3935	313979	7663153
3936	314066	7663246
3937	314146	7663168
3938	314227	7663105
3939	314307	7663034
3940	314381	7662823
3941	314462	7662780
3942	314553	7662962
3943	314628	7662770
3944	314707	7662672
3945	314790	7662661
3946	314861	7662385
3947	314940	7662265
3948	315020	7662200
3949	315098	7662074
3950	315174	7661903
3951	315250	7661738
3952	315323	7661482
3953	315402	7661404
3954	315482	7661309
3955	315568	7661380
3956	315645	7661254
3957	315734	7661384
3958	315811	7661245
3959	315890	7661144
3960	315974	7661153
3961	316048	7660941
3962	316133	7660983
3963	316214	7660937
3964	316292	7660831
3965	316375	7660815
3966	316458	7660805
3967	316536	7660695
3968	316617	7660639
3969	316691	7660414
3970	316772	7660384
3971	316845	7660121
3972	316933	7660242
3973	317022	7660395
3974	317102	7660313
3975	317179	7660174
3976	317268	7660322
3977	317353	7660359
3978	317445	7660582
3979	317535	7660741
3980	317610	7660557
3981	317686	7660370
3982	317765	7660290
3983	317851	7660339
3984	317931	7660264
3985	318012	7660229
3986	318084	7659944
3987	318161	7659815
3988	318230	7659465
3989	318311	7659410
3990	318388	7659264
3991	318462	7659058
3992	318543	7659016
3993	318620	7658856
3994	318702	7658821
3995	318774	7658557
3996	318850	7658389
3997	318928	7658261
3998	319008	7658195
3999	319084	7658034
4000	319159	7657842
4001	319237	7657714
4002	319314	7657556
4003	319403	7657701
4004	319487	7657724
4005	319568	7657685
4006	319647	7657589
4007	319739	7657793
4008	319819	7657709
4009	319901	7657694
4010	319982	7657641
4011	320056	7657421
4012	320134	7657303
4013	320213	7657202
4014	320292	7657111
4015	320373	7657050
4016	320451	7656927
4017	320538	7657015
4018	320611	7656788
4019	320693	7656746
4020	320763	7656441
4021	320844	7656394
4022	320928	7656402
4023	321009	7656352
4024	321091	7656326
4025	321171	7656257
4026	321246	7656080
4027	321330	7656085
4028	321405	7655899
4029	321484	7655803
4030	321556	7655543
4031	321644	7655652
4032	321731	7655737
4033	321821	7655896
4034	321912	7656103
4035	322001	7656243
4036	322086	7656265
4037	322166	7656203
4038	322246	7656135
4039	322322	7655946
4040	322399	7655813
4041	322479	7655732
4042	322560	7655677
4043	322640	7655617
4044	322724	7655635
4045	322806	7655593
4046	322885	7655499
4047	322963	7655381
4048	323041	7655271
4049	323116	7655073
4050	323194	7654956
4051	323267	7654704
4052	323342	7654512
4053	323424	7654477
4054	323508	7654496
4055	323586	7654388
4056	323671	7654428
4057	323746	7654235
4058	323828	7654211
4059	323906	7654076
4060	323993	7654174
4061	324076	7654181
4062	324171	7654443
4063	324297	7655471
4064	324366	7655136
4065	324445	7655033
4066	324522	7654877
4067	324602	7654807
4068	324692	7654976
4069	324766	7654756
4070	324846	7654673
4071	324936	7654829
4072	325025	7654985
4073	325097	7654719
4074	325179	7654694
4075	325258	7654594
4076	325340	7654559
4077	325416	7654391
4078	325494	7654261
4079	325567	7654038
4080	325643	7653852
4081	325723	7653787
4082	325802	7653690
4083	325887	7653737
4084	325971	7653753
4085	326044	7653505
4086	326122	7653386
4087	326201	7653277
4088	326278	7653151
4089	326353	7652945
4090	326431	7652825
4091	326510	7652719
4092	326588	7652598
4093	326673	7652653
4094	326745	7652381
4095	326826	7652343
4096	326909	7652322
4097	326986	7652175
4098	327059	7651957
4099	327136	7651806
4100	327209	7651570
4101	327294	7651611
4102	327378	7651617
4103	327463	7651656
4104	327542	7651564
4105	327625	7651562
4106	327700	7651376
4107	327772	7651104
4108	327853	7651047
4109	327949	7651360
4110	328024	7651162
4111	328099	7650974
4112	328185	7651034
4113	328255	7650739
4114	328342	7650808
4115	328422	7650739
4116	328501	7650641
4117	328581	7650580
4118	328662	7650519
4119	328742	7650434
4120	328825	7650428
4121	328904	7650351
4122	328991	7650418
4123	329080	7650572
4124	329164	7650589
4125	329252	7650694
4126	329337	7650741
4127	329413	7650574
4128	329495	7650529
4129	329575	7650462
4130	329654	7650367
4131	329730	7650203
4132	329809	7650087
4133	329892	7650085
4134	329974	7650061
4135	330064	7650213
4136	330145	7650176
4137	330222	7650023
4138	330299	7649883
4139	330383	7649891
4140	330461	7649766
4141	330544	7649772
4142	330629	7649795
4143	330708	7649712
4144	330786	7649587
4145	330874	7649702
4146	330952	7649565
4147	331029	7649420
4148	331106	7649291
4149	331188	7649264
4150	331266	7649145
4151	331352	7649205
4152	331443	7649373
4153	331526	7649362
4154	331598	7649107
4155	331678	7649041
4156	331758	7648955
4157	331835	7648810
4158	331909	7648607
4159	331988	7648512
4160	332067	7648400
4161	332148	7648349
4162	332219	7648074
4163	332292	7647830
4164	332382	7647999
4165	332462	7647923
4166	332549	7648003
4167	332633	7648024
4168	332722	7648141
4169	332800	7648023
4170	332886	7648091
4171	332961	7647889
4172	333040	7647804
4173	333118	7647668
4174	333194	7647502
4175	333282	7647611
4176	333366	7647645
4177	333448	7647606
4178	333529	7647558
4179	333613	7647564
4180	333686	7647330
4181	333762	7647166
4182	333839	7647032
4183	333930	7647197
4184	334009	7647097
4185	334093	7647108
4186	334174	7647063
4187	334247	7646837
4188	334326	7646734
4189	334440	7647433
4190	334526	7647496
4191	334610	7647521
4192	334691	7647452
4193	334796	7647956
4194	334878	7647918
4195	334979	7648321
4196	335070	7648497
4197	335145	7648301
4198	335226	7648247
4199	335304	7648134
4200	335387	7648130
4201	335468	7648080
4202	335554	7648146
4203	335632	7648024
4204	335704	7647764
4205	335782	7647640
4206	335863	7647574
4207	335946	7647563
4208	336023	7647422
4209	336104	7647372
4210	336184	7647290
4211	336267	7647284
4212	336361	7647539
4213	336444	7647524
4214	336522	7647406
4215	336605	7647403
4216	336681	7647237
4217	336757	7647060
4218	336837	7646977
4219	336917	7646907
4220	336990	7646669
4221	337069	7646568
4222	337138	7646245
4223	337223	7646277
4224	337304	7646226
4225	337378	7646017
4226	337460	7645996
4227	337547	7646062
4228	337628	7646024
4229	337701	7645782
4230	337780	7645697
4231	337863	7645668
4232	337939	7645514
4233	338023	7645524
4234	338141	7646308
4235	338221	7646240
4236	338313	7646417
4237	338401	7646530
4238	338483	7646510
4239	338569	7646555
4240	338648	7646462
4241	338724	7646292
4242	338809	7646335
4243	338887	7646201
4244	338965	7646091
4245	339049	7646108
4246	339125	7645935
4247	339205	7645862
4248	339291	7645926
4249	339378	7646007
4250	339464	7646050
4251	339546	7646035
4252	339626	7645951
4253	339699	7645717
4254	339776	7645580
4255	339858	7645531
4256	339945	7645608
4257	340027	7645584
4258	340104	7645450
4259	340185	7645390
4260	340260	7645205
4261	340338	7645076
4262	340411	7644840
4263	340491	7644769
4264	340565	7644553
4265	340640	7644370
4266	340721	7644325
4267	340804	7644313
4268	340880	7644133
4269	340956	7643963
4270	341032	7643817
4271	341107	7643623
4272	341183	7643461
4273	341262	7643360
4274	341337	7643159
4275	341419	7643124
4276	341501	7643094
4277	341585	7643113
4278	341660	7642916
4279	341746	7642978
4280	341818	7642727
4281	341899	7642677
4282	341981	7642652
4283	342056	7642458
4284	342131	7642266
4285	342212	7642213
4286	342292	7642132
4287	342369	7642000
4288	342454	7642021
4289	342543	7642148
4290	342618	7641968
