iter	AUC	Logloss
1654	0.9049193263	0.254326762
1655	0.9049243331	0.2543087231
1656	0.9049207568	0.2542939014
1657	0.9049249291	0.2542748396
1658	0.9049267769	0.2542602411
1659	0.9049401879	0.2542414025
1660	0.9049531221	0.2542204624
1661	0.9049458504	0.2542018655
1662	0.9049478173	0.2541862442
1663	0.9049618244	0.2541657877
1664	0.9049732089	0.2541456659
1665	0.9049809575	0.2541289845
1666	0.9049934149	0.2541105178
1667	0.9049968123	0.2540939852
1668	0.9050024748	0.2540747561
1669	0.905016005	0.2540548016
1670	0.9050367475	0.2540319833
1671	0.9050264955	0.2540167153
1672	0.9050294161	0.2539988995
1673	0.9050376415	0.2539803585
1674	0.905043304	0.2539624497
1675	0.90505144	0.2539452104
1676	0.9050610065	0.2539291427
1677	0.905069828	0.253909988
1678	0.9050911665	0.2538849752
1679	0.9051049948	0.2538651696
1680	0.9051080346	0.2538489903
1681	0.9051138759	0.2538324019
1682	0.9051238596	0.2538130984
1683	0.905141294	0.2537973468
1684	0.9051482677	0.253778843
1685	0.9051589966	0.253758777
1686	0.9051582813	0.2537418538
1687	0.9051696658	0.2537223457
1688	0.9051755667	0.2537037675
1689	0.9051752687	0.2536866026
1690	0.9051933885	0.2536651976
1691	0.9052011967	0.2536496321
1692	0.9052011371	0.2536347732
1693	0.9052068591	0.2536183335
1694	0.9052293897	0.2535948457
1695	0.9052451849	0.2535759513
1696	0.9052677155	0.25355304
1697	0.90528512	0.2535289757
1698	0.9052832723	0.2535145445
1699	0.9053003192	0.2534936975
1700	0.9053114355	0.2534770347
1701	0.9053229094	0.2534583076
1702	0.9053374529	0.2534436347
1703	0.9053323269	0.2534265814
1704	0.9053373337	0.2534051764
1705	0.9053541422	0.2533851104
1706	0.9053609371	0.2533697122
1707	0.9053699672	0.2533540351
1708	0.9053750038	0.2533360148
1709	0.9053942263	0.2533109834
1710	0.9054138064	0.2532909918
1711	0.905415833	0.2532727669
1712	0.9054245949	0.2532552858
1713	0.9054380655	0.2532358521
1714	0.9054550529	0.2532134429
1715	0.9054622948	0.2531996998
1716	0.9054700732	0.2531829999
1717	0.9054810405	0.2531626363
1718	0.9054784477	0.2531477588
1719	0.9054758549	0.253132435
1720	0.9054771066	0.2531180968
1721	0.90549317	0.2530986073
1722	0.9055436254	0.2530501254
1723	0.9055507779	0.2530349131
1724	0.9055603147	0.2530169114
1725	0.9055682123	0.2530010297
1726	0.9055719376	0.2529848132
1727	0.9055842161	0.2529658816
1728	0.9055960178	0.2529441605
1729	0.9056110978	0.2529229229
1730	0.9056170583	0.2529070784
1731	0.9056259394	0.2528902668
1732	0.9056391716	0.2528715398
1733	0.9056484103	0.25285497
1734	0.9056545496	0.2528379725
1735	0.905664742	0.2528225185
1736	0.9056631029	0.2528075666
1737	0.9056665897	0.2527902902
1738	0.9056674838	0.2527724558
1739	0.9056658745	0.2527587127
1740	0.9056741595	0.2527424776
1741	0.9056892991	0.2527218165
1742	0.9056985378	0.2527048748
1743	0.9057025909	0.2526883794
1744	0.905711472	0.2526734461
1745	0.9057318568	0.2526528036
1746	0.9057298899	0.2526363082
1747	0.9057336152	0.2526186412
1748	0.9057450891	0.2525983335
1749	0.905766964	0.2525771144
1750	0.9057796597	0.2525615675
1751	0.9057975411	0.2525383214
1752	0.9057900906	0.2525223653
1753	0.9058041275	0.2525069857
1754	0.9058212638	0.2524861944
1755	0.9058246613	0.2524680625
1756	0.9058379531	0.252450879
1757	0.9058434963	0.2524365966
1758	0.905845046	0.2524217192
1759	0.9058594704	0.2524012254
1760	0.9058644772	0.2523835398
1761	0.9058801532	0.2523641061
1762	0.9058969617	0.2523441517
1763	0.9059026837	0.2523284559
1764	0.9059185982	0.2523087991
1765	0.9059256911	0.2522925268
1766	0.9059310555	0.2522738928
1767	0.9059331417	0.2522568581
1768	0.9059412479	0.2522414227
1769	0.9059483409	0.2522235697
1770	0.9059465528	0.2522083203
1771	0.905956924	0.2521889424
1772	0.9059651494	0.2521725585
1773	0.90596807	0.2521563421
1774	0.9059777856	0.2521402186
1775	0.9059895873	0.2521203386
1776	0.9059921503	0.2521066699
1777	0.9059926271	0.2520925921
1778	0.9059947729	0.2520789048
1779	0.9060118794	0.252061368
1780	0.9060198069	0.2520439799
1781	0.9060337543	0.2520251041
1782	0.9060427547	0.2520083483
1783	0.9060403705	0.2519903652
1784	0.906042695	0.2519743533
1785	0.9060537815	0.2519564631
1786	0.9060664177	0.2519413997
1787	0.9060713649	0.2519229702
1788	0.9060724974	0.2519085576
1789	0.9060900807	0.2518886218
1790	0.9061029553	0.2518692253
1791	0.9061168432	0.2518506099
1792	0.9061239958	0.251835379
1793	0.9061306715	0.251818772
1794	0.9061357975	0.2518041177
1795	0.9061457515	0.2517867669
1796	0.906155169	0.2517692858
1797	0.9061684608	0.2517514886
1798	0.9061751962	0.2517348259
1799	0.9061789513	0.2517159315
1800	0.9061849117	0.2516995848
1801	0.9061962366	0.2516803185
1802	0.9062126875	0.2516618146
1803	0.9062235355	0.2516451518
1804	0.9062242508	0.2516310182
1805	0.9062421322	0.2516108778
1806	0.9062464833	0.2515981576
1807	0.9062529802	0.2515816064
1808	0.9062669873	0.2515633629
1809	0.906277597	0.2515471092
1810	0.9062806368	0.2515331244
1811	0.9062924385	0.2515178564
1812	0.9063003659	0.2515019003
1813	0.9063179493	0.2514826712
1814	0.9063178301	0.251468054
1815	0.9063236713	0.251453846
1816	0.9063394666	0.2514330176
1817	0.9063513279	0.2514158527
1818	0.9063696265	0.2513944849
1819	0.9063825607	0.2513782126
1820	0.9063887	0.2513622751
1821	0.9064001441	0.2513439944
1822	0.9064093828	0.2513284103
1823	0.9064204693	0.2513124728
1824	0.9064295888	0.2512987483
1825	0.9064489603	0.2512772317
1826	0.9064573944	0.2512639722
1827	0.9064662457	0.2512474954
1828	0.9064821601	0.2512280431
1829	0.9064874649	0.251214021
1830	0.9065021873	0.2511984369
1831	0.906509161	0.2511817927
1832	0.9065147638	0.2511689609
1833	0.9065173864	0.251156129
1834	0.9065204859	0.2511373834
1835	0.9065343738	0.2511179311
1836	0.9065419436	0.2510999666
1837	0.9065518379	0.2510833224
1838	0.906561017	0.2510649487
1839	0.9065680504	0.2510474676
1840	0.9065713882	0.2510294845
1841	0.9065681696	0.2510188843
1842	0.9065758884	0.2510009941
1843	0.9065887928	0.2509799425
1844	0.9065816998	0.2509657159
1845	0.9065953493	0.2509480303
1846	0.906599462	0.2509337665
1847	0.9066085815	0.2509122313
1848	0.9066162109	0.2508960521
1849	0.9066245556	0.2508818627
1850	0.9066224694	0.2508681196
1851	0.9066386819	0.2508467704
1852	0.906647563	0.2508281178
1853	0.9066581726	0.2508103206
1854	0.9066723585	0.2507925234
1855	0.9066858888	0.250774689
1856	0.9066931009	0.2507610947
1857	0.9066947103	0.2507459941
1858	0.9067076445	0.2507327531
1859	0.9067109227	0.2507185823
1860	0.9067183733	0.2507024961
1861	0.906727612	0.2506867817
1862	0.9067394733	0.2506713463
1863	0.9067469835	0.2506552229
1864	0.9067525268	0.250642577
1865	0.9067661762	0.2506255237
1866	0.9067792892	0.2506102743
1867	0.9067841768	0.2505933511
1868	0.906784296	0.2505792175
1869	0.9067934155	0.2505611786
1870	0.9068106711	0.2505395318
1871	0.9068163633	0.2505258074
1872	0.9068225026	0.2505086983
1873	0.9068308473	0.2504914404
1874	0.906837523	0.2504776415
1875	0.9068500996	0.2504620016
1876	0.9068553448	0.2504475704
1877	0.9068658948	0.250432507
1878	0.9068754911	0.250414654
1879	0.9068850875	0.2503996277
1880	0.9068982005	0.2503802312
1881	0.9069093466	0.2503611694
1882	0.9069086909	0.2503483562
1883	0.906915307	0.2503309868
1884	0.906924367	0.2503122969
1885	0.9069389105	0.2502958945
1886	0.9069555998	0.2502767211
1887	0.906955719	0.2502695428
1888	0.9069671631	0.2502541074
1889	0.9069700837	0.2502424657
1890	0.9069885612	0.2502247058
1891	0.9069920778	0.2502129897
1892	0.9069914222	0.2501983912
1893	0.9070034027	0.2501824351
1894	0.9070128202	0.2501653446
1895	0.9070246816	0.2501480495
1896	0.9070470333	0.2501279277
1897	0.9070574045	0.2501107257
1898	0.9070616364	0.2500980426
1899	0.9070743918	0.2500830349
1900	0.9070878029	0.2500663536
1901	0.9071005583	0.2500478125
1902	0.9071213603	0.2500287693
1903	0.9071317911	0.2500095402
1904	0.9071473479	0.2499936027
1905	0.9071492553	0.2499819425
1906	0.9071544409	0.2499680134
1907	0.9071572423	0.2499567995
1908	0.9071717262	0.2499400995
1909	0.9071806669	0.2499237529
1910	0.9071903825	0.2499104004
1911	0.9071929157	0.2498944257
1912	0.907194674	0.2498774096
1913	0.9071995616	0.2498627924
1914	0.9072155356	0.2498423173
1915	0.9072219133	0.2498281465
1916	0.9072244763	0.2498148312
1917	0.9072272182	0.2498017948
1918	0.9072370529	0.249788498
1919	0.9072563052	0.2497683948
1920	0.9072608352	0.2497537963
1921	0.9072694182	0.2497357016
1922	0.907281816	0.2497204335
1923	0.9072828293	0.2497075645
1924	0.9072819948	0.2496938958
1925	0.9072834253	0.249680878
1926	0.9072973728	0.2496659076
1927	0.9073131084	0.2496497469
1928	0.907320857	0.2496348694
1929	0.9073264599	0.249618188
1930	0.9073445797	0.2496014323
1931	0.9073465466	0.2495872615
1932	0.9073496163	0.2495752851
1933	0.9073513746	0.2495589943
1934	0.9073613882	0.2495436705
1935	0.9073759913	0.2495264126
1936	0.9073806107	0.2495091547
1937	0.9073888659	0.2494926965
1938	0.9073911309	0.2494785443
1939	0.9073978066	0.2494643921
1940	0.9073963165	0.2494524157
1941	0.9074383378	0.2494102938
1942	0.9074500203	0.2493942448
1943	0.907459259	0.2493804459
1944	0.9074696302	0.2493663681
1945	0.9074676633	0.2493535735
1946	0.9074828029	0.2493368363
1947	0.9075043201	0.2493182394
1948	0.9075164795	0.2493047009
1949	0.9075298905	0.2492861041
1950	0.9075321555	0.2492721006
1951	0.9075465798	0.2492537084
1952	0.9075573683	0.2492366179
1953	0.9075646996	0.2492212197
1954	0.9075830579	0.2492018231
1955	0.907583952	0.2491881173
1956	0.9075777531	0.2491765872
1957	0.9075914025	0.2491615238
1958	0.9076039791	0.2491468509
1959	0.9076095819	0.2491322151
1960	0.9076146483	0.2491195135
1961	0.9076222777	0.2491046546
1962	0.9076238275	0.2490915624
1963	0.9076272845	0.2490793257
1964	0.9076350033	0.2490653037
1965	0.9076422453	0.2490501472
1966	0.9076422453	0.2490396958
1967	0.9076576829	0.249021973
1968	0.907666862	0.2490096805
1969	0.9076717496	0.2489952865
1970	0.9076862931	0.2489786237
1971	0.9076994061	0.2489630954
1972	0.9077017903	0.2489508958
1973	0.9077008963	0.2489389753
1974	0.9077043533	0.2489258273
1975	0.9077085853	0.2489106522
1976	0.9077218175	0.2488938407
1977	0.9077404141	0.2488764898
1978	0.9077470899	0.2488602176
1979	0.9077596664	0.2488466791
1980	0.9077732563	0.2488308532
1981	0.9077753425	0.2488180399
1982	0.9077838063	0.2488029393
1983	0.9077950716	0.2487844726
1984	0.9077996016	0.2487710085
1985	0.9078028202	0.2487569679
1986	0.9078022242	0.2487416441
1987	0.9078034759	0.2487315832
1988	0.9078068733	0.2487198486
1989	0.9078233838	0.2487028324
1990	0.9078328013	0.2486884571
1991	0.9078499079	0.2486699346
1992	0.9078543186	0.2486571586
1993	0.9078651071	0.248641686
1994	0.9078722596	0.2486254323
1995	0.9078812897	0.2486103317
1996	0.9078894854	0.2485948591
1997	0.9078978896	0.2485804652
1998	0.9079076052	0.2485666105
1999	0.9079092741	0.2485561033
2000	0.9079186916	0.2485401286
2001	0.9079232216	0.2485271294
2002	0.9079264402	0.2485132933
2003	0.9079423845	0.248497486
2004	0.9079496264	0.2484831664
2005	0.9079535604	0.248471562
2006	0.907959342	0.2484594368
2007	0.9079624414	0.2484470327
2008	0.9079737663	0.2484327504
2009	0.907987535	0.2484153809
2010	0.9079955816	0.2483983276
2011	0.9080012441	0.2483849007
2012	0.908003509	0.248369893
2013	0.9080089927	0.2483558896
2014	0.9080187082	0.2483386503
2015	0.9080181122	0.2483245539
2016	0.9080303311	0.2483082444
2017	0.9080360532	0.2482958403
2018	0.908039242	0.2482835664
2019	0.9080446064	0.2482684658
2020	0.9080582857	0.2482527514
2021	0.9080612659	0.2482380599
2022	0.9080735445	0.2482230523
2023	0.9080770612	0.2482102576
2024	0.9080777168	0.2482009034
2025	0.9080811739	0.248190173
2026	0.9080948234	0.2481758535
2027	0.9081065655	0.2481583538
2028	0.9081174135	0.2481447223
2029	0.9081161618	0.2481328203
2030	0.9081180096	0.2481153207
2031	0.9081271887	0.2481007594
2032	0.908141315	0.2480853798
2033	0.9081458449	0.2480728827
2034	0.9081580639	0.2480588235
2035	0.9081689715	0.2480426628
2036	0.9081767797	0.2480283804
2037	0.908182025	0.2480169434
2038	0.9081892967	0.2480041115
2039	0.9081983566	0.247992191
2040	0.9082030058	0.2479779086
2041	0.9082022309	0.2479673456
2042	0.9082058072	0.2479544394
2043	0.9082041383	0.2479450107
2044	0.9082083702	0.2479291476
2045	0.9082127213	0.2479170597
2046	0.908210814	0.2479039675
2047	0.9082223177	0.247888216
2048	0.9082369804	0.2478729479
2049	0.9082473516	0.2478588143
2050	0.9082589746	0.2478445506
2051	0.9082638621	0.2478292639
2052	0.9082673788	0.247814963
2053	0.9082660675	0.2478030238
2054	0.9082753062	0.2477848733
2055	0.9082837701	0.2477727109
2056	0.9082894325	0.2477575545
2057	0.9082862139	0.2477488512
2058	0.9082994461	0.2477337505
2059	0.9083039761	0.2477221275
2060	0.9083075523	0.2477075476
2061	0.9083240032	0.2476918518
2062	0.9083331823	0.2476796151
2063	0.9083400369	0.2476684012
2064	0.908346355	0.247655123
2065	0.9083502293	0.2476426073
2066	0.9083597362	0.2476265397
2067	0.9083659053	0.2476119969
2068	0.9083691239	0.247599723
2069	0.9083759189	0.2475876537
2070	0.9083808959	0.2475783738
2071	0.9083896875	0.2475606882
2072	0.9083906412	0.2475494371
2073	0.9083935022	0.2475377955
2074	0.9083992243	0.2475246475
2075	0.9084021449	0.2475127269
2076	0.9084137082	0.247499393
2077	0.9084230065	0.2474881977
2078	0.9084354043	0.2474728925
2079	0.9084454179	0.2474581824
2080	0.9084520936	0.2474451088
2081	0.9084576964	0.2474336345
2082	0.9084730148	0.2474158931
2083	0.9084767103	0.2474037866
2084	0.9084783792	0.2473898947
2085	0.9084895253	0.2473759099
2086	0.9084947109	0.2473636732
2087	0.9084994793	0.2473509529
2088	0.9085060954	0.2473359825
2089	0.9085156322	0.2473223882
2090	0.9085167646	0.2473107093
2091	0.9085251093	0.2472987888
2092	0.9085341692	0.2472824421
2093	0.9085376263	0.2472713026
2094	0.9085379243	0.2472603305
2095	0.9085537195	0.2472443186
2096	0.9085639119	0.2472299246
2097	0.9085745811	0.2472150285
2098	0.908577919	0.2472044469
2099	0.908578217	0.2471940885
2100	0.9085860252	0.2471796015
2101	0.9085901678	0.2471673462
2102	0.9086019993	0.2471510554
2103	0.9086050391	0.2471366986
2104	0.9086074829	0.2471244805
2105	0.9086182714	0.2471081152
2106	0.9086254835	0.247090783
2107	0.908629477	0.247079941
2108	0.908634603	0.247067165
2109	0.9086401463	0.2470510601
2110	0.9086460471	0.2470417989
2111	0.9086464345	0.2470324819
2112	0.9086504579	0.2470211564
2113	0.9086558223	0.2470077852
2114	0.9086732268	0.2469914758
2115	0.9086804986	0.2469791089
2116	0.9086841345	0.2469675231
2117	0.9086917043	0.2469540775
2118	0.908698678	0.2469430496
2119	0.9087129235	0.2469290462
2120	0.9087203145	0.246917014
2121	0.9087277055	0.2469058187
2122	0.9087358713	0.2468898998
2123	0.9087371826	0.2468790764
2124	0.9087404013	0.2468658727
2125	0.90874964	0.2468493773
2126	0.9087657332	0.2468339047
2127	0.9087717533	0.2468217051
2128	0.9087826014	0.2468051911
2129	0.9087833762	0.2467937355
2130	0.9087849259	0.2467835072
2131	0.9088024497	0.2467673465
2132	0.9088141322	0.2467540684
2133	0.9088189602	0.2467400836
2134	0.9088277221	0.2467244436
2135	0.9088335037	0.2467135087
2136	0.9088363647	0.2466991147
2137	0.9088431895	0.2466860969
2138	0.9088535309	0.2466739346
2139	0.9088622928	0.2466588339
2140	0.9088745713	0.2466460393
2141	0.908880353	0.2466349742
2142	0.9089150429	0.2465985987
2143	0.9089237452	0.2465858599
2144	0.9089314938	0.2465741811
2145	0.9089345932	0.2465609587
2146	0.9089371562	0.246549689
2147	0.9089410901	0.2465384565
2148	0.908945024	0.2465254201
2149	0.9089537859	0.2465114539
2150	0.9089606404	0.2464966508
2151	0.9089647532	0.246482387
2152	0.9089642763	0.2464693692
2153	0.9089704156	0.2464586388
2154	0.9089815021	0.2464435754
2155	0.9089800119	0.2464335703
2156	0.9089840055	0.2464198086
2157	0.908991456	0.2464080368
2158	0.9090037942	0.2463926014
2159	0.9090084434	0.2463797882
2160	0.9090121388	0.2463676072
2161	0.9090111852	0.2463565421
2162	0.9090232849	0.2463434499
2163	0.9090297818	0.2463303391
2164	0.9090427756	0.2463154617
2165	0.9090440273	0.2463043779
2166	0.9090517759	0.2462924016
2167	0.9090571404	0.2462802578
2168	0.9090638757	0.2462665705
2169	0.9090679884	0.2462566956
2170	0.9090792835	0.2462418553
2171	0.9090771675	0.246232185
2172	0.9090922475	0.2462162847
2173	0.909091711	0.2462071164
2174	0.9090972543	0.2461955864
2175	0.9091098309	0.2461810622
2176	0.9091165066	0.2461684164
2177	0.9091241956	0.2461558449
2178	0.9091308713	0.2461420646
2179	0.9091360569	0.2461299023
2180	0.9091513753	0.2461141879
2181	0.9091602564	0.2461017838
2182	0.9091629982	0.246090291
2183	0.9091691375	0.2460788539
2184	0.909177959	0.2460649621
2185	0.909183383	0.2460519071
2186	0.9091879725	0.2460406002
2187	0.9091902077	0.2460289028
2188	0.9091960192	0.246018377
2189	0.9092025161	0.2460047827
2190	0.9092068672	0.2459917835
2191	0.9092180133	0.245980086
2192	0.9092228413	0.2459679423
2193	0.9092283845	0.2459548501
2194	0.9092407227	0.2459403632
2195	0.9092473984	0.2459252253
2196	0.9092547297	0.2459126353
2197	0.9092580676	0.2459006217
2198	0.9092616439	0.2458896496
2199	0.9092707634	0.2458775802
2200	0.9092724919	0.2458674449
2201	0.9092748165	0.2458575886
2202	0.9092807174	0.2458459842
2203	0.9092910886	0.2458347331
2204	0.9092984796	0.24582099
2205	0.9093002677	0.2458106129
2206	0.9093039036	0.2457985808
2207	0.9093153477	0.2457859163
2208	0.9093203545	0.2457729543
2209	0.9093264937	0.2457612197
2210	0.9093299508	0.2457483693
2211	0.909345448	0.2457336964
2212	0.9093449116	0.2457244351
2213	0.909347713	0.2457120868
2214	0.9093484879	0.2457028628
2215	0.9093545675	0.245689938
2216	0.9093614221	0.2456782406
2217	0.9093667269	0.2456654831
2218	0.9093690515	0.2456550689
2219	0.9093773365	0.2456386851
2220	0.90938586	0.2456273782
2221	0.9093884826	0.245615253
2222	0.9093934596	0.245600078
2223	0.9094016552	0.245587209
2224	0.909406364	0.2455754372
2225	0.9094147682	0.2455627169
2226	0.9094238281	0.2455478394
2227	0.9094227254	0.2455371648
2228	0.9094229341	0.2455284801
2229	0.9094282389	0.2455178055
2230	0.9094350338	0.2455062755
2231	0.9094436169	0.2454930345
2232	0.9094424844	0.2454841452
2233	0.9094516635	0.2454693421
2234	0.9094628692	0.2454553201
2235	0.9094701409	0.2454420605
2236	0.9094752669	0.2454294705
2237	0.9094741344	0.245420451
2238	0.909481883	0.2454092185
2239	0.9094845057	0.2454003478
2240	0.9094783068	0.2453892455
2241	0.9095074534	0.2453574077
2242	0.9095035791	0.2453497086
2243	0.9095059633	0.2453403172
2244	0.9095202088	0.2453259418
2245	0.909517169	0.2453149511
2246	0.9095262289	0.2453026399
2247	0.909535706	0.2452900685
2248	0.9095409513	0.245279989
2249	0.9095447659	0.2452700025
2250	0.9095489979	0.2452581377
2251	0.9095501304	0.245249267
2252	0.9095491767	0.2452416609
2253	0.9095524549	0.2452306143
2254	0.9095579386	0.2452194748
2255	0.9095638394	0.2452071823
2256	0.9095716476	0.2451940157
2257	0.9095774889	0.2451813699
2258	0.9095857143	0.2451687984
2259	0.9095923305	0.2451583098
2260	0.9095962048	0.2451498482
2261	0.9095956087	0.2451427256
2262	0.9096080661	0.245129652
2263	0.9096050858	0.2451171736
2264	0.9096096754	0.2451068523
2265	0.9096126556	0.2450955826
2266	0.9096207619	0.245084908
2267	0.9096311331	0.2450728387
2268	0.909632802	0.2450638192
2269	0.9096319675	0.2450531818
2270	0.9096322656	0.2450429907
2271	0.9096385837	0.2450308656
2272	0.9096413255	0.245018759
2273	0.9096478224	0.2450075451
2274	0.9096497893	0.2449944715
2275	0.9096492529	0.2449848756
2276	0.909655571	0.2449722669
2277	0.9096628428	0.2449582263
2278	0.9096651673	0.2449496531
2279	0.9096663594	0.2449378441
2280	0.9096725583	0.2449258306
2281	0.9096786976	0.244915156
2282	0.9096884131	0.2449013385
2283	0.9096937776	0.2448913892
2284	0.9097036123	0.244879636
2285	0.9097050428	0.2448701702
2286	0.9097110033	0.2448592538
2287	0.909722209	0.2448484119
2288	0.9097241163	0.2448374583
2289	0.9097378254	0.2448221717
2290	0.9097430706	0.2448102139
2291	0.9097477198	0.2447990186
2292	0.9097540379	0.2447895342
2293	0.9097643495	0.2447788038
2294	0.9097726345	0.2447666043
2295	0.9097724557	0.2447547581
2296	0.9097842574	0.2447401038
2297	0.9097841382	0.2447309913
2298	0.9097867012	0.2447213582
2299	0.9097902775	0.2447096422
2300	0.9097980261	0.2446979447
2301	0.9097949266	0.2446864519
2302	0.9098038673	0.2446754983
2303	0.9098109603	0.2446652143
2304	0.9098159671	0.2446563064
2305	0.9098176062	0.2446467476
2306	0.9098246694	0.2446324838
2307	0.9098280966	0.2446217348
2308	0.909827888	0.2446130501
2309	0.9098360538	0.2446026545
2310	0.9098426402	0.2445896181
2311	0.9098505974	0.2445760052
2312	0.9098569751	0.2445644751
2313	0.9098575115	0.2445566087
2314	0.9098659158	0.2445459713
2315	0.9098699689	0.2445328419
2316	0.909876585	0.244522595
2317	0.9098843336	0.2445091123
2318	0.9098800421	0.244502808
2319	0.9098830819	0.2444937141
2320	0.9098851681	0.2444834301
2321	0.9098911881	0.2444696684
2322	0.9098995328	0.2444577292
2323	0.9099063873	0.2444467013
2324	0.9099118114	0.24443426
2325	0.9099194705	0.2444194941
2326	0.9099212289	0.2444087823
2327	0.909930408	0.2443972708
2328	0.9099375606	0.2443855734
2329	0.9099408388	0.2443754567
2330	0.9099392295	0.2443662699
2331	0.9099420905	0.2443565251
2332	0.9099474549	0.2443462969
2333	0.9099527597	0.244333465
2334	0.9099569917	0.244324055
2335	0.9099647403	0.2443113906
2336	0.9099737704	0.2442989679
2337	0.9099835157	0.2442865266
2338	0.9099920988	0.2442754429
2339	0.9099971056	0.2442634665
2340	0.9100068212	0.2442502255
2341	0.910014987	0.2442390116
2342	0.910022378	0.2442284486
2343	0.9100291133	0.2442166768
2344	0.9100397825	0.2442035103
2345	0.9100399613	0.2441962389
2346	0.9100465178	0.2441855643
2347	0.9100526869	0.244175522
2348	0.9100609422	0.2441632481
2349	0.9100680351	0.2441524433
2350	0.9100673199	0.244141341
2351	0.9100680947	0.2441318938
2352	0.9100725651	0.2441216283
2353	0.9100872278	0.244109094
2354	0.9100948572	0.2440965412
2355	0.9101089835	0.2440833932
2356	0.9101165533	0.2440711937
2357	0.9101312757	0.2440558884
2358	0.9101395607	0.24404447
2359	0.9101483226	0.2440327354
2360	0.9101534486	0.244021819
2361	0.910153091	0.2440131157
2362	0.9101601839	0.2440014555
2363	0.9101679325	0.2439887538
2364	0.9101728201	0.2439779119
2365	0.9101758599	0.243969004
2366	0.9101872146	0.2439575855
2367	0.9101889729	0.2439470039
2368	0.9101922512	0.2439365339
2369	0.9101920724	0.2439267891
2370	0.9101952016	0.2439161145
2371	0.9101985693	0.2439051982
2372	0.9102113247	0.2438914923
2373	0.9102150202	0.2438811152
2374	0.9102171361	0.2438694178
2375	0.9102216363	0.2438601752
2376	0.9102267027	0.2438510813
2377	0.9102340639	0.2438354972
2378	0.9102444649	0.2438252131
2379	0.9102577567	0.2438119536
2380	0.9102620482	0.2438002747
2381	0.9102716446	0.2437893956
2382	0.9102690816	0.2437807108
2383	0.9102765322	0.2437681208
2384	0.910282135	0.2437569441
2385	0.9102876186	0.2437446144
2386	0.9102889299	0.2437365433
2387	0.9102944136	0.2437266498
2388	0.9103037715	0.2437155847
2389	0.9103033543	0.2437082947
2390	0.9103003144	0.2437001121
2391	0.9103041291	0.2436893445
2392	0.9103120565	0.2436773681
2393	0.9103178382	0.2436681069
2394	0.9103203416	0.2436590688
2395	0.9103252888	0.2436498634
2396	0.9103279114	0.2436409555
2397	0.910333544	0.2436299462
2398	0.9103372693	0.243620592
2399	0.9103453755	0.2436090247
2400	0.9103505611	0.2435995775
2401	0.9103565216	0.2435902047
2402	0.9103657305	0.2435797719
2403	0.910371244	0.2435684278
2404	0.9103761315	0.24355859
2405	0.9103806019	0.2435487895
2406	0.9103884101	0.2435380033
2407	0.9103888273	0.2435272358
2408	0.9103996754	0.243513846
2409	0.9104084074	0.243502409
2410	0.9104194045	0.2434914554
2411	0.9104187489	0.2434834402
2412	0.9104252458	0.243472933
2413	0.9104290009	0.2434624257
2414	0.9104287624	0.2434514722
2415	0.9104320407	0.2434418762
2416	0.9104438424	0.2434266082
2417	0.9104473889	0.2434172354
2418	0.9104552865	0.2434076022
2419	0.9104613066	0.2433952353
2420	0.910471499	0.2433823291
2421	0.9104768038	0.2433732538
2422	0.9104802012	0.2433650526
2423	0.9104934931	0.2433526113
2424	0.9104952216	0.2433415276
2425	0.9104936719	0.2433339773
2426	0.9104973674	0.2433241024
2427	0.9105117321	0.2433106568
2428	0.9105120897	0.2433014142
2429	0.910518527	0.243291874
2430	0.9105263352	0.24328159
2431	0.9105369449	0.2432703203
2432	0.9105440974	0.2432605569
2433	0.9105458558	0.2432521697
2434	0.9105505943	0.243241086
2435	0.9105524421	0.2432324385
2436	0.9105569124	0.2432214477
2437	0.9105657935	0.2432081138
2438	0.9105739594	0.2431964536
2439	0.9105741382	0.2431895727
2440	0.910574317	0.2431804603
2441	0.910574615	0.2431708643
2442	0.9105786085	0.2431627375
2443	0.9105825424	0.2431531973
2444	0.9105927944	0.2431404213
2445	0.9106077552	0.243125209
2446	0.9106115103	0.2431158176
2447	0.9106171727	0.2431041202
2448	0.9106247425	0.2430932038
2449	0.9106271863	0.2430823061
2450	0.9106277227	0.2430742537
2451	0.9106279612	0.2430652528
2452	0.9106420279	0.2430519932
2453	0.9106459618	0.243043792
2454	0.9106490612	0.2430308114
2455	0.9106517732	0.2430191326
2456	0.9106598794	0.2430061706
2457	0.9106642008	0.242996742
2458	0.9106683135	0.2429856769
2459	0.9106640816	0.242977922
2460	0.9106760621	0.2429652575
2461	0.9106732607	0.2429557359
2462	0.9106823802	0.2429426251
2463	0.9106860161	0.2429344239
2464	0.9106919169	0.2429229869
2465	0.9107025266	0.2429112337
2466	0.9107099771	0.2428977323
2467	0.9107203484	0.2428865556
2468	0.9107229412	0.2428784846
2469	0.9107293487	0.2428697255
2470	0.9107295871	0.2428616173
2471	0.9107435942	0.2428481717
2472	0.9107524753	0.2428364557
2473	0.9107503891	0.2428284777
2474	0.9107567668	0.2428169848
2475	0.9107596278	0.2428071285
2476	0.9107668996	0.2427959704
2477	0.9107753038	0.2427842916
2478	0.9107785821	0.2427744724
2479	0.910779655	0.2427680379
2480	0.9107878804	0.2427573819
2481	0.9107918143	0.242748288
2482	0.9107994139	0.2427377994
2483	0.9108005166	0.2427276269
2484	0.9107984304	0.2427189422
2485	0.9108089805	0.2427072076
