iter	AUC	Logloss
187	0.8295060396	0.3438948695
188	0.829836607	0.3436961063
189	0.8299055696	0.343522263
190	0.8299821615	0.3433179951
191	0.8303258419	0.343102532
192	0.8304138184	0.3429111332
193	0.8309779167	0.3426915788
194	0.8314593136	0.3424642509
195	0.8317239881	0.3422862046
196	0.8318138719	0.3420856562
197	0.8321448267	0.3418763672
198	0.8320291042	0.3417062804
199	0.8323647976	0.3415119062
200	0.8330281377	0.3412617413
201	0.8332459629	0.3410920636
202	0.8332373798	0.3409102236
203	0.8332397938	0.3407241063
204	0.8336979151	0.3405354227
205	0.8339179754	0.3403254642
206	0.8344896436	0.3401301973
207	0.8346289396	0.3399360834
208	0.8346996009	0.3397697903
209	0.8349447846	0.3395979554
210	0.8353603482	0.3394001221
211	0.8358747959	0.339203665
212	0.8360552788	0.3390109644
213	0.8363264501	0.338819454
214	0.8365305662	0.3386432303
215	0.8368551731	0.3384423471
216	0.8372696638	0.3382401993
217	0.8374258876	0.3380583593
218	0.8378061056	0.3378803502
219	0.837860465	0.3376965018
220	0.8383584917	0.3374972179
221	0.8384853899	0.3373111378
222	0.8384757638	0.3371462209
223	0.8385390937	0.3369589506
224	0.8390010595	0.3367565053
225	0.8392252326	0.3365770085
226	0.8394705653	0.3363760509
227	0.8398195803	0.3361672827
228	0.8398779035	0.3359986093
229	0.8402884007	0.3357970938
230	0.8404341638	0.3356269326
231	0.8405876756	0.3354524941
232	0.840942055	0.3352740387
233	0.8409703374	0.3351058488
234	0.8409939408	0.3349312244
235	0.8412119746	0.3347695806
236	0.8412967324	0.3346161193
237	0.8415855169	0.3344284771
238	0.8420119286	0.3342380825
239	0.8420765996	0.3340779637
240	0.8425542116	0.3338908793
241	0.8427951932	0.3337303513
242	0.8429806232	0.333570344
243	0.8429689109	0.3334130518
244	0.8432158828	0.3332321045
245	0.8434532881	0.3330552484
246	0.843601495	0.3328972868
247	0.8436838388	0.3327578848
248	0.8437920809	0.332602973
249	0.8441592455	0.332433035
250	0.8444662392	0.3322514553
251	0.8447797596	0.3320928986
252	0.8451433182	0.3319206917
253	0.8454082906	0.3317496007
254	0.8457680345	0.3315812248
255	0.8461328745	0.3314281727
256	0.8463821411	0.3312722195
257	0.8464902639	0.3311342309
258	0.8465629816	0.3309856792
259	0.8466385007	0.3308239238
260	0.8465124965	0.3306547297
261	0.8468922973	0.3304757164
262	0.8469320536	0.3303323719
263	0.8470191061	0.330176865
264	0.847255379	0.3300325162
265	0.8476218581	0.3298730668
266	0.8477863073	0.3297037611
267	0.8477392197	0.3295417825
268	0.8478745222	0.3293737786
269	0.8480571508	0.3292119488
270	0.8482679129	0.3290581156
271	0.8486274779	0.3288855368
272	0.8488089144	0.3287214754
273	0.849011451	0.3285603895
274	0.849273026	0.3283828639
275	0.849382937	0.3282523884
276	0.8495566249	0.3281064775
277	0.8497617841	0.3279714272
278	0.849788785	0.3278344428
279	0.8498208523	0.3276971608
280	0.8498668671	0.3275576473
281	0.8500753045	0.3274092072
282	0.850145638	0.327263817
283	0.8504651487	0.3271051859
284	0.8507281542	0.3269295572
285	0.8509489894	0.3267679506
286	0.8509432673	0.3266315241
287	0.8510750532	0.3265024619
288	0.8509838581	0.3263825122
289	0.8510326743	0.3262530038
290	0.85104388	0.3261298554
291	0.8513735831	0.3259611448
292	0.851421833	0.3258165729
293	0.8515790701	0.3256709595
294	0.8518021107	0.3255235981
295	0.8518369794	0.3253874691
296	0.8519724607	0.3252541297
297	0.8518883586	0.325123617
298	0.8520779014	0.3249589605
299	0.852107048	0.3248290429
300	0.8522441387	0.324691389
301	0.8524050415	0.3245568594
302	0.8525371552	0.3243994556
303	0.8526341319	0.3242632895
304	0.8526100516	0.3241383186
305	0.8528648913	0.3239964246
306	0.8530803919	0.3238425543
307	0.8532355428	0.3237059418
308	0.8533574939	0.3235720073
309	0.8536435366	0.3234255013
310	0.8536373079	0.3233047706
311	0.8539353907	0.323160459
312	0.8540718555	0.3230298719
313	0.8541460037	0.3228917717
314	0.8543004394	0.3227523697
315	0.8544073105	0.3226359534
316	0.8545615673	0.3224949149
317	0.8546936214	0.3223513844
318	0.8548021317	0.322234559
319	0.8548138142	0.3221031536
320	0.8549799919	0.3219659088
321	0.8550961316	0.3218371442
322	0.8550052643	0.3217158556
323	0.8551249504	0.321577681
324	0.8552773595	0.3214482097
325	0.8554263711	0.3213157257
326	0.8556474447	0.3211680667
327	0.8558389544	0.3210222674
328	0.8560206294	0.3208632272
329	0.8561138809	0.320734351
330	0.8562085629	0.3206004536
331	0.8563245535	0.320481471
332	0.8565334082	0.3203523716
333	0.8568043113	0.3202261362
334	0.857083261	0.3200754273
335	0.8571810722	0.3199475926
336	0.8572821021	0.3198315482
337	0.8574533463	0.3196925182
338	0.85753721	0.3195802304
339	0.8575857878	0.3194698767
340	0.8576077819	0.3193343428
341	0.8577077091	0.3191936019
342	0.8580110371	0.319040587
343	0.858153224	0.3188961266
344	0.8583654165	0.3187472774
345	0.8585451543	0.3186109253
346	0.8585881293	0.3184919798
347	0.8586834073	0.3183603513
348	0.8587846756	0.3182377981
349	0.8589084744	0.3181211214
350	0.8591796458	0.3179833188
351	0.859228462	0.3178757546
352	0.859362632	0.3177528294
353	0.8593612313	0.3176298298
354	0.8595172167	0.3175082436
355	0.8597431183	0.3173648619
356	0.8598390818	0.3172362461
357	0.8598644137	0.3171306903
358	0.8600667119	0.3170082115
359	0.8601404428	0.3168836126
360	0.8603691459	0.3167542901
361	0.8602181673	0.3166415188
362	0.8602980375	0.3165333595
363	0.8604674935	0.316408835
364	0.8606421351	0.3162884389
365	0.8607110381	0.3161500784
366	0.8607550263	0.3160381253
367	0.8608800471	0.3159191799
368	0.8609783053	0.315794581
369	0.8611885309	0.3156608696
370	0.8614278436	0.3155353409
371	0.8614263535	0.3154340252
372	0.8615813255	0.3153225185
373	0.8616412282	0.3152109746
374	0.8618500531	0.315083363
375	0.8619066477	0.3149760964
376	0.8619014025	0.3148615769
377	0.862049222	0.3147455698
378	0.8621656895	0.3146078043
379	0.8624586463	0.3144582484
380	0.8626279831	0.3143425388
381	0.8628156185	0.3142231098
382	0.8629809022	0.3140998499
383	0.8630899787	0.3139771851
384	0.8632383943	0.3138689514
385	0.8634511232	0.3137447616
386	0.8636374176	0.3136277131
387	0.8637722731	0.3135065732
388	0.8638168573	0.3134054063
389	0.8638594747	0.3133033468
390	0.8639775515	0.313184141
391	0.8641341925	0.3130609182
392	0.8643260002	0.3129433117
393	0.8644503951	0.3128234364
394	0.8645113707	0.3127205215
395	0.8644863963	0.3126279091
396	0.8645272851	0.3125265563
397	0.864607811	0.312408987
398	0.8647075295	0.3123000095
399	0.864831984	0.3121911063
400	0.8649393916	0.3120899022
401	0.8650904298	0.3119708452
402	0.8652591109	0.3118508211
403	0.8654509783	0.3117310202
404	0.8655336499	0.3116314713
405	0.8655837178	0.3115273289
406	0.865799427	0.3114113589
407	0.8659453988	0.3112877085
408	0.866092205	0.3111646903
409	0.8661819696	0.3110492782
410	0.8662911355	0.310943332
411	0.8662883639	0.3108456241
412	0.8663747907	0.3107459822
413	0.8664314747	0.310639664
414	0.8665670156	0.3105308538
415	0.8667255044	0.3104206861
416	0.8667507172	0.31031805
417	0.8668735623	0.3101963151
418	0.8670058846	0.3100762724
419	0.86715734	0.3099775789
420	0.8672806621	0.3098682666
421	0.867367506	0.3097647565
422	0.8673970401	0.3096557232
423	0.867506355	0.3095408504
424	0.8675013483	0.3094317985
425	0.8675891757	0.3093300551
426	0.8677111864	0.3092194411
427	0.8677613139	0.3091058143
428	0.8679101467	0.3089949957
429	0.8680129647	0.3088988499
430	0.868026495	0.308792197
431	0.8679807782	0.308715578
432	0.8681412935	0.3086166985
433	0.868201673	0.3085254996
434	0.8682685792	0.3084331476
435	0.8684283495	0.3083287263
436	0.8685140014	0.3082205112
437	0.8685750365	0.3081032766
438	0.8687055111	0.3080035789
439	0.8687602878	0.3079045507
440	0.8688371181	0.3077887481
441	0.8689777851	0.3076692447
442	0.8690761924	0.3075573475
443	0.8692047596	0.3074500808
444	0.8692780435	0.3073513316
445	0.8693532348	0.3072650608
446	0.8694460392	0.3071627037
447	0.8695418239	0.3070593052
448	0.869638294	0.3069697428
449	0.8697814941	0.3068642242
450	0.8697505593	0.3067747176
451	0.8698603511	0.3066630993
452	0.8699347079	0.3065786696
453	0.8699215055	0.3064954859
454	0.8700732589	0.3063933706
455	0.870135963	0.3062719889
456	0.8702426553	0.30618503
457	0.8702470958	0.3060982013
458	0.8703758121	0.3059942449
459	0.870416224	0.3059055752
460	0.8704634607	0.3058155292
461	0.8704607189	0.3057146227
462	0.8705521524	0.3056205784
463	0.870637238	0.3055276128
464	0.8707262874	0.3054267248
465	0.8708499074	0.3053226569
466	0.8708418608	0.3052435273
467	0.8709252477	0.3051513613
468	0.8709687293	0.3050676568
469	0.8710883856	0.3049565592
470	0.8711241186	0.3048686147
471	0.8712053001	0.3047772856
472	0.8712733388	0.3046911264
473	0.8714526892	0.3045870584
474	0.8715013862	0.304499523
475	0.8715251684	0.3044057949
476	0.8716390133	0.3043052975
477	0.8716802001	0.3042081476
478	0.8718329668	0.3041149215
479	0.8719208837	0.3040149635
480	0.8719654083	0.303926833
481	0.8721217513	0.3038265402
482	0.8722564578	0.3037328678
483	0.8723543286	0.30362575
484	0.8724781275	0.3035282839
485	0.8725579381	0.3034464577
486	0.8725675344	0.3033511861
487	0.8726350069	0.303260824
488	0.8726658225	0.3031670772
489	0.8727545142	0.3030805833
490	0.8729401827	0.3029810529
491	0.8729902506	0.3028890357
492	0.8730326295	0.3028033786
493	0.8730418086	0.3027270013
494	0.873162806	0.3026327897
495	0.8731296062	0.3025648926
496	0.8732482195	0.3024749024
497	0.8733449578	0.3023802817
498	0.8734028935	0.3022930624
499	0.8734784722	0.30221079
500	0.8735418916	0.3021247051
501	0.8736134171	0.3020480303
502	0.8737187386	0.3019575008
503	0.8738462925	0.3018634008
504	0.873827219	0.3017723134
505	0.8738363981	0.3016975355
506	0.873986125	0.3016046814
507	0.8740767241	0.3015189871
508	0.8741494715	0.3014379234
509	0.8741269708	0.3013675901
510	0.8741804957	0.3012770049
511	0.8742047548	0.3011986191
512	0.8743703961	0.3011069553
513	0.8744214177	0.3010293692
514	0.8745648861	0.3009282767
515	0.8746671081	0.300836836
516	0.8746197224	0.3007587106
517	0.8747780323	0.3006511092
518	0.8748714328	0.3005585155
519	0.8748740554	0.3004931662
520	0.8749718666	0.300399624
521	0.8750695586	0.3003223355
522	0.8750781417	0.3002346699
523	0.8752072453	0.3001449587
524	0.8752189279	0.3000705713
525	0.8752617836	0.2999885778
526	0.8752684593	0.2999180214
527	0.8753122091	0.2998409002
528	0.8753246963	0.2997555779
529	0.8754279613	0.2996702369
530	0.8755171299	0.2995804513
531	0.8756147623	0.2994860909
532	0.8756438792	0.29940605
533	0.8756958246	0.2993255443
534	0.8756309748	0.2992491298
535	0.8757227659	0.2991621337
536	0.8757716417	0.2990809957
537	0.8758529425	0.2990036328
538	0.8759494424	0.2989180129
539	0.8760460019	0.2988333228
540	0.87609905	0.2987582101
541	0.8762010634	0.2986707491
542	0.8762681484	0.2985766491
543	0.8763107061	0.2985033775
544	0.8763702214	0.2984157863
545	0.8764516711	0.29832442
546	0.8764874935	0.298250888
547	0.8765289783	0.2981677973
548	0.876557827	0.2980957717
549	0.8766510487	0.2980133319
550	0.8767529726	0.2979338303
551	0.8767666817	0.2978442121
552	0.8767622113	0.2977584062
553	0.8767371476	0.2976897652
554	0.8768271208	0.2976028064
555	0.8769714236	0.2975169819
556	0.8770252466	0.2974434128
557	0.8771147132	0.2973581462
558	0.8772594333	0.2972713361
559	0.8773452044	0.297198455
560	0.8774318099	0.2971224869
561	0.8774668276	0.2970426878
562	0.8775331378	0.2969735261
563	0.8776245117	0.2968817135
564	0.8776700795	0.2968138164
565	0.8777305484	0.2967411585
566	0.877782464	0.2966507964
567	0.8778790832	0.2965721317
568	0.8778510094	0.2965074518
569	0.8779446483	0.2964262208
570	0.8780599833	0.2963402475
571	0.8781330585	0.2962665296
572	0.8782373369	0.2961861726
573	0.8782798648	0.2961057784
574	0.8782995641	0.29603167
575	0.878395468	0.2959421262
576	0.8784481287	0.2958713651
577	0.8785170317	0.2957969963
578	0.8785660267	0.2957285785
579	0.8786377311	0.2956457109
580	0.8787440956	0.2955646845
581	0.8788722157	0.2954796411
582	0.8788453341	0.2954192757
583	0.8789162636	0.2953404064
584	0.8790296316	0.295263806
585	0.8791299462	0.2951864803
586	0.879214108	0.2951112002
587	0.8792383671	0.2950264172
588	0.8792176843	0.2949684694
589	0.8792588115	0.2948981547
590	0.8793514967	0.294811698
591	0.87940979	0.2947356368
592	0.8794269562	0.2946697296
593	0.8794831634	0.2946073744
594	0.8796149492	0.2945253994
595	0.8796961904	0.2944548616
596	0.879761517	0.2943679399
597	0.8798072338	0.2942951146
598	0.8799191117	0.2942234796
599	0.8800147176	0.2941381386
600	0.8800665736	0.2940723057
601	0.8801545501	0.2939912793
602	0.8802115917	0.2939082257
603	0.8803321719	0.2938306211
604	0.8804288507	0.2937569403
605	0.8805121779	0.2936893222
606	0.8806034327	0.2936029584
607	0.8807054758	0.2935218947
608	0.8807049692	0.293457531
609	0.8807331324	0.2933961986
610	0.8808079362	0.2933208256
611	0.8808726072	0.2932409149
612	0.8809232712	0.2931660998
613	0.8809816241	0.2930951342
614	0.8810134828	0.2930358846
615	0.8811187446	0.2929563645
616	0.8811635375	0.2928905502
617	0.8812230229	0.2928277301
618	0.8813145459	0.2927518549
619	0.8814041615	0.2926704007
620	0.8814516664	0.2926032847
621	0.8815094233	0.292538921
622	0.8815787435	0.2924690154
623	0.8816384077	0.2923919501
624	0.8817462325	0.2923107748
625	0.8817722797	0.2922376148
626	0.8818321228	0.2921690482
627	0.8818697929	0.2920966693
628	0.8818513453	0.2920358018
629	0.8818999529	0.2919461092
630	0.8819073439	0.2918826381
631	0.8819822073	0.291814462
632	0.881965518	0.2917422319
633	0.8820340633	0.2916761759
634	0.8820524216	0.2916120167
635	0.8820735514	0.291545254
636	0.88216573	0.2914640416
637	0.8822160363	0.2913917184
638	0.8822231293	0.2913279684
639	0.8822786808	0.2912627865
640	0.8822890222	0.2911931598
641	0.8823667169	0.2911199998
642	0.8824571073	0.2910481788
643	0.8824777603	0.2909754279
644	0.8825649619	0.2909091115
645	0.8825727701	0.2908475188
646	0.8825973272	0.2907763858
647	0.8826375604	0.2907048995
648	0.8827477694	0.290624152
649	0.8828384876	0.2905548415
650	0.8828774095	0.29048793
651	0.8828653693	0.2904320093
652	0.8829100728	0.2903496811
653	0.882861197	0.2902907848
654	0.8829722404	0.2902139054
655	0.8829929233	0.2901464175
656	0.8830879331	0.2900773116
657	0.883108139	0.2900159606
658	0.883153975	0.2899364962
659	0.8832460046	0.2898578873
660	0.8833138943	0.2897859175
661	0.8832902908	0.2897312614
662	0.8833187521	0.2896637176
663	0.8834276199	0.2895896835
664	0.8834885359	0.2895200569
665	0.883559525	0.2894443491
666	0.8835719824	0.2893864571
667	0.8836209774	0.2893161239
668	0.8836916685	0.2892546055
669	0.8836733103	0.2891995402
670	0.8837192059	0.2891330565
671	0.8837477565	0.2890806505
672	0.8837952614	0.2890180163
673	0.8838093877	0.2889604591
674	0.8838464022	0.2888959652
675	0.8839228749	0.2888289793
676	0.8839651346	0.2887536435
677	0.8839744925	0.2886977972
678	0.8840621114	0.2886250649
679	0.8841242194	0.2885685304
680	0.8842086196	0.2885019909
681	0.8843021393	0.2884271758
682	0.8844097257	0.2883517283
683	0.8844601512	0.2882910654
684	0.8844719529	0.2882257905
685	0.8845038712	0.2881604225
686	0.884517312	0.2881032372
687	0.8845740557	0.2880324948
688	0.8846127987	0.2879690981
689	0.8846867085	0.287909551
690	0.8847033978	0.2878556945
691	0.8847680688	0.287794139
692	0.8848028481	0.287739427
693	0.8848508596	0.2876765511
694	0.8848794699	0.2876246844
695	0.884878993	0.2875802194
696	0.8849540353	0.2875185336
697	0.8849970698	0.2874555833
698	0.8850741684	0.2873823489
699	0.8851265907	0.287318041
700	0.8851841688	0.2872612834
701	0.8852851987	0.287189388
702	0.8853775263	0.2871176413
703	0.8854304552	0.2870584475
704	0.8854948878	0.2869940466
705	0.8855184019	0.28694112
706	0.8855613768	0.2868840277
707	0.8856289387	0.2868232903
708	0.8856140375	0.2867669419
709	0.8856176734	0.2867133272
710	0.8856201768	0.2866540032
711	0.8856679797	0.2865993657
712	0.8857030571	0.2865404322
713	0.8857908249	0.2864647059
714	0.8857918978	0.286416726
715	0.8858326674	0.2863642643
716	0.885869503	0.28630786
717	0.8858991265	0.2862571278
718	0.8860033154	0.2861877058
719	0.8860191703	0.2861388518
720	0.8860246539	0.286081183
721	0.8860594034	0.2860199064
722	0.8861196041	0.2859608056
723	0.8862076998	0.2859012399
724	0.8862327337	0.2858497452
725	0.8862715364	0.28579269
726	0.8863173127	0.2857368623
727	0.8863827586	0.2856780962
728	0.8863995671	0.2856142347
729	0.8863861561	0.2855538879
730	0.8864150643	0.2854994921
731	0.8864663839	0.2854409678
732	0.8864912987	0.2853884503
733	0.8864924908	0.2853351889
734	0.8864548802	0.2852905193
735	0.8864450157	0.2852353424
736	0.8864972591	0.2851741774
737	0.8865009546	0.2851232778
738	0.8864955902	0.2850729361
739	0.8865497708	0.285013389
740	0.8866416812	0.284951666
741	0.8866452277	0.2848971401
742	0.8866446614	0.2848423537
743	0.8867110014	0.2847897061
744	0.8867823482	0.2847291361
745	0.8868100047	0.2846751309
746	0.8868859708	0.2846093724
747	0.8869010806	0.284553619
748	0.8869800568	0.2844913568
749	0.8870251775	0.2844243709
750	0.8870264292	0.2843666835
751	0.8870149851	0.2843145937
752	0.8870250583	0.2842612579
753	0.8870415688	0.2842104513
754	0.8870633841	0.2841637732
755	0.8870410323	0.2841127621
756	0.8870819211	0.2840573993
757	0.8871445656	0.2840036172
758	0.8871980906	0.2839400531
759	0.8872033954	0.2838904553
760	0.8872166276	0.283832396
761	0.8873474598	0.2837427777
762	0.8873652816	0.2836883819
763	0.8874048591	0.2836352321
764	0.8874736428	0.2835770984
765	0.887491703	0.2835253619
766	0.8875719309	0.2834679349
767	0.8876197338	0.2834069744
768	0.8876830935	0.2833526716
769	0.8877228498	0.2832997263
770	0.8877872229	0.2832390076
771	0.8878313899	0.283180316
772	0.887873143	0.2831267198
773	0.8879052997	0.2830768617
774	0.8879054189	0.2830311134
775	0.8879541159	0.2829693905
776	0.8880040646	0.2829191046
777	0.8880440593	0.2828626817
778	0.8880574703	0.2828074119
779	0.8881279528	0.2827497989
780	0.8881792426	0.2826907725
781	0.8882165849	0.2826375669
782	0.8882439137	0.2825839335
783	0.8882837892	0.2825370695
784	0.8882955015	0.282486951
785	0.8883818388	0.2824259719
786	0.8884689808	0.282361664
787	0.8885336518	0.2823087931
788	0.8885867	0.2822460659
789	0.8886204958	0.2821934555
790	0.8886770606	0.2821393386
791	0.888753891	0.2820711068
792	0.888786912	0.2820249122
793	0.8888597488	0.2819650117
794	0.8889520764	0.2818949016
795	0.8890239	0.2818356706
796	0.8890833855	0.2817694472
797	0.8890910149	0.28172965
798	0.8891270757	0.2816698611
799	0.8891511559	0.2816192591
800	0.8891827464	0.2815652538
801	0.8892313838	0.2815109882
802	0.8892391324	0.2814666719
803	0.8892244697	0.2814242525
804	0.8892365694	0.2813697823
805	0.8892543316	0.2813210586
806	0.8892823458	0.281274771
807	0.8893127441	0.281219185
808	0.8893782496	0.2811617393
809	0.8893813491	0.2811195059
810	0.8894279599	0.2810674905
811	0.8894202113	0.2810202917
812	0.8894187808	0.2809704707
813	0.889441371	0.2809208543
814	0.8894628882	0.280871926
815	0.8894851208	0.2808272192
816	0.8895161152	0.2807803365
817	0.8895843625	0.2807263127
818	0.8895854354	0.2806807876
819	0.8895984292	0.2806231373
820	0.88958323	0.2805862412
821	0.8896438479	0.2805281818
822	0.8896563053	0.2804797742
823	0.8897250295	0.280422217
824	0.8897749782	0.2803688068
825	0.8898260593	0.2803185953
826	0.8898807168	0.2802602198
827	0.8898716569	0.2802198646
828	0.8898847997	0.280174916
829	0.8899059594	0.2801252624
830	0.8899303675	0.2800765573
831	0.8899743557	0.2800288378
832	0.8900034726	0.2799798165
833	0.8900233805	0.2799383827
834	0.8900561929	0.2798837823
835	0.890077889	0.2798411769
836	0.8901264071	0.2797956333
837	0.8901389837	0.2797507962
838	0.8901876211	0.2796932204
839	0.8902258277	0.2796431391
840	0.890267849	0.2795901566
841	0.8902688622	0.2795450407
842	0.890276432	0.2794944201
843	0.8903081417	0.2794527445
844	0.8903490305	0.279400506
845	0.8904067278	0.2793480814
846	0.8904343843	0.2793041371
847	0.8904899955	0.2792539814
848	0.8905521035	0.2792004782
849	0.8905880451	0.2791563107
850	0.8906109333	0.279116625
851	0.8906518817	0.2790662461
852	0.8906582594	0.2790268208
853	0.8907110095	0.2789682779
854	0.8907299638	0.278925561
855	0.8907606602	0.278880259
856	0.8907760382	0.27883081
857	0.8907539248	0.2787842435
858	0.8907715082	0.278736152
859	0.8907956481	0.2786860893
860	0.8908128142	0.2786439117
861	0.8908489943	0.27859357
862	0.8908583522	0.278552378
863	0.890884757	0.2785020549
864	0.8909192085	0.2784536845
865	0.8909460306	0.2784090706
866	0.8909526467	0.2783657028
867	0.8910224438	0.2783093915
868	0.8910912275	0.2782551445
869	0.8911489248	0.2782030175
870	0.891200304	0.2781578272
871	0.891235888	0.2781080992
872	0.8912939727	0.278053536
873	0.8913000822	0.2780135156
874	0.8913675547	0.2779612213
875	0.8913773894	0.2779145432
876	0.8913547695	0.2778792277
877	0.8913822174	0.27783493
878	0.891435802	0.277778563
879	0.8914618492	0.2777361808
880	0.8914963603	0.2776853742
881	0.8915103674	0.277634456
882	0.8915396333	0.2775896004
883	0.891569078	0.2775472553
